Unnamed: 0,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE
6129,Owner,Completed,Not Approved,2,BHK,831.8345324000001,Ready,Resale,"Niwaru Road,Jaipur",26.91667,75.86667,18.5
6130,Dealer,Completed,Approved,2,BHK,1073.1916720000002,Ready,Resale,"kurla (west),Maharashtra",19.0713,72.883,200.0
6131,Dealer,Completed,Not Approved,1,BHK,708.6753676,Ready,Resale,"Jogeshwari (West),Lalitpur",19.141644,72.842908,120.0
6132,Builder,Under Construction,Not Approved,3,BHK,1449.82831,Not Ready,New,"Wanadongri,Maharashtra",20.925864,78.87096700000001,38.0
6133,Owner,Completed,Not Approved,2,,1156.260324,Ready,Resale,"Chharwada,Vapi",20.384847,72.93054599999999,35.0
6134,Owner,Under Construction,Not Approved,2,BHK,1060.284762,Not Ready,Resale,,17.7,83.25,35.0
6135,Owner,Completed,Approved,3,BHK,1520.112254,Ready,Resale,"Sector-129 Noida,Noida",28.507373,77.386719,65.0
6136,Dealer,Under Construction,Approved,3,BHK,1150.020125,Not Ready,Resale,"Parel,Lalitpur",18.996549,72.842967,400.0
6137,Owner,Completed,Not Approved,2,BHK,900.090009,Ready,Resale,"Moolakulam,Pondicherry",11.93,79.83,30.0
6138,Dealer,Completed,Not Approved,2,BHK,1040.009788,Ready,Resale,"Sector 36 Kamothe,Mumbai",19.0168,73.09646,85.0
6139,Dealer,Completed,Not Approved,3,BHK,1489.288578,Ready,Resale,"Sarjapur Road,Bangalore",12.86,77.786,130.0
6140,Dealer,Completed,Not Approved,3,BHK,1955.184534,Ready,Resale,"New Town,Kolkata",22.5922,88.484911,89.0
6141,Dealer,Completed,Not Approved,3,BHK,2679.58951,Ready,Resale,"Beed Bypass Road,Lalitpur",18.83333,75.75,94.0
6142,Dealer,Completed,Not Approved,1,BHK,610.035077,Ready,Resale,"Wayle Nagar,Maharashtra",18.396027,76.556147,40.0
6143,Dealer,Completed,Approved,3,BHK,1885.211563,Ready,Resale,"Sector-85 Mohali,Mohali",30.66486,76.70610699999999,90.0
6144,Dealer,Completed,Not Approved,2,BHK,1232.156273,Ready,Resale,"Hennur,Bangalore",12.96991,77.59796,82.0
6145,Dealer,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Sector-5 Vaishali,Ghaziabad",28.644114,77.338923,48.0
6146,Dealer,Completed,Not Approved,3,BHK,1240.0537359999998,Ready,Resale,"Thakur Village,Lalitpur",12.91668,77.59196,240.0
6147,Dealer,Under Construction,Approved,3,BHK,592.183182,Not Ready,New,"kavesar,Mumbai",18.96667,72.83333,120.0
6148,Owner,Completed,Not Approved,3,BHK,1190.088034,Ready,Resale,"Bansdroni,Kolkata",22.470809,88.36318100000001,73.0
6149,Owner,Completed,Approved,2,BHK,1530.456076,Ready,Resale,"Tajganj,Agra",27.18,78.02,50.0
6150,Dealer,Completed,Not Approved,3,BHK,2322.857143,Ready,Resale,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,81.3
6151,Owner,Completed,Not Approved,2,BHK,912.1459434,Ready,Resale,"Adityapur,Jamshedpur",22.7808,86.1522,38.0
6152,Dealer,Completed,Not Approved,3,BHK,2500.0,Ready,Resale,"Defence Colony,Bangalore",28.5734,77.2307,300.0
6153,Owner,Completed,Not Approved,1,BHK,660.0660066,Ready,Resale,"Jagatpura,Jaipur",26.832353,75.841749,20.0
6154,Owner,Completed,Not Approved,2,,1030.21978,Ready,Resale,"Satar Nagar,Pune",18.52361,73.84778,45.0
6155,Owner,Completed,Not Approved,4,BHK,2603.123748,Ready,Resale,"Uppilipalayam,Coimbatore",11.0,76.96667,130.0
6156,Dealer,Completed,Not Approved,3,BHK,1706.9912420000005,Ready,Resale,,12.9259,77.6229,230.0
6157,Dealer,Completed,Not Approved,2,BHK,1171.600406,Ready,Resale,"Ghansoli,Lalitpur",19.126499,72.99956,150.0
6158,Dealer,Completed,Approved,4,BHK,1920.076803,Ready,Resale,"Sindhi Society Chembur,Lalitpur",19.048403,72.88731,320.0
6159,Dealer,Completed,Not Approved,2,BHK,970.1202949,Ready,Resale,"Jagdamba Nagar,Jaipur",27.161683,78.410698,25.0
6160,Dealer,Under Construction,Approved,1,BHK,351.2910424,Not Ready,New,"New Panvel East,Maharashtra",18.998527,73.12124200000001,55.1
6161,Dealer,Completed,Approved,1,BHK,675.0675068,Ready,Resale,"Shewalewadi,Pune",18.486057,73.973718,30.0
6162,Owner,Completed,Approved,2,BHK,1360.294118,Ready,Resale,"Nehru Chacha Nagar,Vadodara",22.3588,72.6275,37.0
6163,Owner,Completed,Not Approved,2,BHK,1135.0737800000002,Ready,Resale,"Makanpur,Ghaziabad",28.636759,77.354534,40.0
6164,Owner,Completed,Not Approved,4,BHK,1885.014138,Ready,Resale,"Alwal,Secunderabad",17.501131,78.505495,60.0
6165,Dealer,Completed,Not Approved,1,BHK,650.0691562999999,Ready,Resale,"Sector 23 Ulwe,Maharashtra",18.663883,73.767663,47.0
6166,Builder,Under Construction,Approved,2,BHK,1216.666667,Not Ready,New,"Kompally,Secunderabad",17.546483,78.480303,43.8
6167,Dealer,Completed,Not Approved,3,BHK,1660.910518,Ready,Resale,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,52.9
6168,Dealer,Completed,Not Approved,3,BHK,1710.1032899999998,Ready,Resale,"Prabhat Road,Pune",18.52361,73.84778,250.0
6169,Owner,Completed,Not Approved,2,BHK,2700.4570000000003,Ready,Resale,"Indirapuram,Ghaziabad",28.63676,77.36315,65.0
6170,,Completed,Not Approved,4,BHK,3499.766682,Ready,Resale,"Byadarahalli,Bangalore",13.071245,77.515563,450.0
6171,Dealer,Completed,Approved,4,BHK,2250.409165,Ready,Resale,"Sector-46 Noida,Noida",28.552082,77.360624,110.0
6172,Owner,Completed,Approved,2,BHK,1030.07144,Ready,Resale,"Hebbal,Bangalore",13.04034,77.591347,62.0
6173,Dealer,Completed,Not Approved,2,BHK,1030.100334,Ready,Resale,"Kharghar,Maharashtra",19.038205,73.06612,77.0
6174,Dealer,Under Construction,Not Approved,2,BHK,1227.810651,Not Ready,Resale,"Althan,Surat",21.151992,72.81002,41.5
6175,Builder,Under Construction,Approved,2,BHK,652.8417819,Not Ready,New,"New Panvel,Lalitpur",18.966114,73.148278,68.0
6176,Owner,Completed,Approved,2,BHK,950.1187648,Ready,Resale,"jhusi,Allahabad",25.444108,81.914212,36.0
6177,Owner,Completed,Not Approved,2,BHK,706.0722211,Ready,Resale,"Parnasree Palli,Kolkata",22.510165,88.301815,35.0
6178,Dealer,Under Construction,Approved,2,BHK,751.12669,Not Ready,Resale,"Chembur (East),Mumbai",19.05871,72.89969,210.0
6179,Dealer,Completed,Not Approved,2,BHK,1250.0,Ready,Resale,"Raheja Vihar,Lalitpur",24.69028,78.41889,220.0
6180,Dealer,Under Construction,Not Approved,3,,1622.649955,Not Ready,Resale,"Chembur (East),Mumbai",19.05871,72.89969,290.0
6181,Dealer,Completed,Approved,3,BHK,1377.884947,Ready,Resale,"Khar West,Lalitpur",19.0705,72.8309,680.0
6182,Dealer,Completed,Not Approved,3,BHK,1600.0,Ready,Resale,"Khar West,Mumbai",19.0705,72.8309,600.0
6183,Dealer,Under Construction,Approved,2,BHK,535.0045858,Not Ready,Resale,"Kanjur Marg (East),Maharashtra",18.96,72.82,140.0
6184,Dealer,Completed,Approved,2,BHK,1295.196978,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,72.0
6185,Dealer,Completed,Not Approved,3,BHK,1208.163265,Ready,Resale,"Chitlapakkam,Chennai",12.93739,80.13874,59.2
6186,Dealer,Completed,Not Approved,2,BHK,1145.0,Ready,Resale,"Electronic City,Bangalore",12.8458,77.6727,45.8
6187,Dealer,Under Construction,Approved,2,BHK,440.5111966,Not Ready,New,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,77.9
6188,Owner,Completed,Not Approved,3,BHK,1740.139211,Ready,Resale,"Jagatpura,Jaipur",26.832353,75.841749,60.0
6189,Owner,Completed,Approved,2,BHK,1260.210035,Ready,Resale,"Sector-118 Noida,Noida",28.579845,77.403693,54.0
6190,Owner,Completed,Approved,2,BHK,1130.044843,Ready,Resale,"Lavakusha Nagar,Bangalore",50.817397,4.42145,63.0
6191,Dealer,Completed,Not Approved,1,BHK,405.0073638,Ready,Resale,"Shakti Khand 1,Ghaziabad",28.9196,76.8972,22.0
6192,Owner,Completed,Not Approved,2,,705.0197406000001,Ready,Resale,"Chandapura,Bangalore",12.80009,77.71181999999999,25.0
6193,Dealer,Completed,Not Approved,3,BHK,1552.10643,Ready,Resale,"New Town,Kolkata",22.5922,88.484911,70.0
6194,Owner,Completed,Not Approved,1,BHK,589.4283178999999,Ready,Resale,"Virugambakkam,Chennai",13.0463,80.1913,46.5
6195,Dealer,Completed,Not Approved,3,,972.9683997000002,Ready,Resale,"Hiranandani Estate,Mumbai",19.255098,72.9815265,230.0
6196,Owner,Completed,Not Approved,2,BHK,1250.0,Ready,Resale,"Mansarovar,Jaipur",26.8626,75.7633,31.0
6197,Dealer,Completed,Approved,4,BHK,2500.0,Ready,New,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,200.0
6198,Dealer,Completed,Not Approved,4,BHK,1700.1020059999998,Ready,Resale,"Sector-49 Chandigarh,Chandigarh",30.692243,76.750614,150.0
6199,Dealer,Completed,Not Approved,2,BHK,760.1351351,Ready,Resale,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,36.0
6200,Dealer,Under Construction,Not Approved,2,BHK,985.0651414,Not Ready,Resale,"Sakher Bazar,Kolkata",22.140267,88.40308900000001,31.0
6201,Dealer,Under Construction,Approved,2,BHK,1273.333333,Not Ready,New,"Sama Savli Road,Vadodara",22.340396,73.19706,38.2
6202,Dealer,Completed,Not Approved,3,BHK,1922.207146,Ready,Resale,"Marine Drive,Kochi",9.9800255,76.27530300000001,170.0
6203,Dealer,Under Construction,Approved,1,BHK,292.3473775,Not Ready,New,"Nandore,Palghar",19.737778,72.79534,17.0
6204,Owner,Completed,Not Approved,2,BHK,1250.0,Ready,Resale,"GM Palaya,Bangalore",50.817397,4.42145,45.0
6205,Owner,Completed,Not Approved,2,BHK,875.0607681,Ready,Resale,"Oragadam,Chennai",13.09,80.27,36.0
6206,Dealer,Under Construction,Approved,1,,679.0363318,Not Ready,New,"Kolshet Road,Lalitpur",24.69028,78.41889,69.9
6207,Owner,Completed,Not Approved,2,BHK,455.0280601,Ready,Resale,"Loni,Ghaziabad",28.75,77.28,30.0
6208,Dealer,Completed,Approved,2,BHK,999.000999,Ready,Resale,"Manpada,Mumbai",19.239813,72.962722,110.0
6209,Dealer,Completed,Not Approved,3,BHK,1450.2026019999998,Ready,Resale,"New Town,Kolkata",22.5922,88.484911,68.0
6210,Owner,Completed,Not Approved,1,BHK,591.0683012000001,Ready,Resale,"Ambegaon Bk,Pune",18.347616,73.586463,27.0
6211,Dealer,Under Construction,Not Approved,1,BHK,685.3155567000001,Not Ready,Resale,"Chembur,Lalitpur",19.05871,72.89969,110.0
6212,Dealer,Completed,Approved,1,BHK,650.0541712,Ready,Resale,"Shirgaon,Lalitpur",24.69028,78.41889,24.0
6213,Dealer,Completed,Not Approved,3,BHK,1520.0286119999998,Ready,Resale,"Sector 42 Faridabad,Faridabad",28.461843,77.294023,85.0
6214,Dealer,Completed,Not Approved,3,BHK,1550.074134,Ready,Resale,"Erandwane,Pune",18.506,73.8319,230.0
6215,Dealer,Under Construction,Not Approved,2,BHK,502.0135709,Not Ready,Resale,,18.96667,72.83333,91.0
6216,Dealer,Completed,Not Approved,3,BHK,2573.588548,Ready,Resale,"Sector-128 Noida,Noida",28.522931,77.357078,160.0
6217,Dealer,Completed,Not Approved,3,BHK,1580.194891,Ready,Resale,"Shankar Kalat Nagar,Pune",19.957301,73.839897,120.0
6218,Dealer,Under Construction,Approved,1,BHK,440.0,Not Ready,New,"Mira Road,Lalitpur",19.283359,72.864964,55.0
6219,Dealer,Completed,Not Approved,2,BHK,956.5217391,Ready,Resale,"Gawand Baug,Mumbai",18.96667,72.83333,110.0
6220,Dealer,Completed,Approved,3,BHK,1771.2550609999998,Ready,Resale,"Sector-117 Mohali,Mohali",30.723932,76.67447299999999,70.0
6221,Owner,Under Construction,Not Approved,2,BHK,1193.820225,Not Ready,Resale,"Sector 89 Faridabad,Faridabad",28.431903,77.36482099999999,34.0
6222,Owner,Completed,Approved,2,BHK,1376.013905,Ready,Resale,"Begur Road,Bangalore",12.8706,77.6279,95.0
6223,Owner,Completed,Not Approved,3,BHK,1356.620634,Ready,Resale,"New Karelibaug,Vadodara",22.3,73.2,33.4
6224,Dealer,Completed,Approved,2,BHK,1084.685486,Ready,Resale,"Sector-168 Noida,Noida",28.494868,77.410298,48.8
6225,Dealer,Completed,Not Approved,2,BHK,995.6553222,Ready,Resale,"Dahisar (East),Lalitpur",19.256471,72.868815,110.0
6226,Owner,Completed,Not Approved,4,BHK,1313.131313,Ready,Resale,"Near Vasco Fish Market,Goa",15.64079,73.758963,52.0
6227,Dealer,Completed,Approved,2,BHK,1334.546557,Ready,Resale,"Wadala,Mumbai",31.292091,75.543763,220.0
6228,Owner,Completed,Not Approved,3,BHK,2200.30349,Ready,Resale,"Alkapuri,Vadodara",22.31055,73.1695,87.0
6229,Owner,Completed,Not Approved,2,BHK,850.1118567999999,Ready,Resale,"K.Pudur,Madurai",10.114169,78.182386,38.0
6230,Owner,Completed,Not Approved,2,BHK,920.0401472,Ready,Resale,"Bileshivale,Bangalore",13.054202,77.674002,55.0
6231,Dealer,Completed,Not Approved,2,BHK,1023.155627,Ready,Resale,"Anisabad,Patna",25.577752,85.09021,38.0
6232,Owner,Completed,Not Approved,2,BHK,1225.359616,Ready,Resale,"Ganga Nagar,Meerut",29.005329,77.75563199999999,23.0
6233,Dealer,Under Construction,Not Approved,3,BHK,1207.078711,Not Ready,Resale,"Lokhra,Guwahati",26.109987,91.748271,45.7
6234,Dealer,Under Construction,Approved,2,BHK,899.9621069,Not Ready,Resale,"Kolshet Road,Mumbai",19.249861,72.96386600000001,95.0
6235,Dealer,Under Construction,Approved,3,BHK,1825.115772,Not Ready,Resale,"Palanpur,Surat",21.17,72.83,67.0
6236,Owner,Completed,Not Approved,2,BHK,1250.0,Ready,Resale,"Kundli,Sonipat",28.874383,77.113251,30.0
6237,Dealer,Completed,Not Approved,3,BHK,1254.0640970000002,Ready,Resale,"Sodepur,Kolkata",22.69995,88.390833,54.0
6238,Owner,Completed,Not Approved,1,BHK,608.6666667000001,Ready,Resale,"Kilpauk,Chennai",13.08,80.2408,91.3
6239,Dealer,Under Construction,Approved,2,BHK,707.2925585,Not Ready,Resale,"Sindhi Society Chembur,Lalitpur",19.048403,72.88731,190.0
6240,Owner,Under Construction,Not Approved,1,BHK,340.1360544,Not Ready,Resale,"Crossing Republik,Ghaziabad",28.629811,77.434197,7.0
6241,Owner,Completed,Approved,2,BHK,1255.804137,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,59.5
6242,Owner,Completed,Not Approved,2,BHK,1980.19802,Ready,Resale,"PAL,Surat",21.17,72.83,70.0
6243,Dealer,Completed,Approved,2,BHK,1116.29795,Ready,Resale,"Sector 20 Kharghar,Maharashtra",19.049214000000003,73.072916,110.0
6244,Dealer,Under Construction,Approved,3,BHK,1638.088289,Not Ready,Resale,"Sector-113 Mohali,Mohali",30.691832,76.656984,44.9
6245,Dealer,Completed,Not Approved,3,BHK,1544.509969,Ready,Resale,"Kondhwa,Pune",18.52361,73.84778,110.0
6246,Owner,Completed,Not Approved,1,BHK,380.0114003,Ready,Resale,"Arpora,Goa",15.535439000000002,73.764454,40.0
6247,Owner,Completed,Not Approved,2,BHK,1085.141903,Ready,Resale,"Vilangudi,Madurai",9.955101,78.076324,52.0
6248,Dealer,Completed,Approved,3,BHK,1895.285477,Ready,Resale,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,80.0
6249,Dealer,Under Construction,Not Approved,2,BHK,699.0521327,Not Ready,Resale,"Mukundapur,Kolkata",22.491565,88.402473,59.0
6250,Dealer,Completed,Approved,2,BHK,909.4745727,Ready,Resale,"Virar West,Mumbai",19.4559,72.8114,43.1
6251,Dealer,Under Construction,Not Approved,3,BHK,1563.6105189999998,Not Ready,Resale,"Kanakpura Road,Bangalore",12.896796,77.5724,110.0
6252,Dealer,Completed,Not Approved,4,BHK,2765.878877,Ready,Resale,"Nipania,Indore",22.760061,75.928572,74.9
6253,Dealer,Completed,Not Approved,2,BHK,1161.350263,Ready,Resale,"Tolaram Colony,Lalitpur",24.69028,78.41889,150.0
6254,Dealer,Completed,Not Approved,2,BHK,1390.108282,Ready,Resale,"7th Phase JP Nagar,Bangalore",35.0,136.0,95.0
6255,Dealer,Completed,Not Approved,2,BHK,1220.008133,Ready,Resale,"Sector-58 Seawoods,Lalitpur",28.606007,77.359111,210.0
6256,Owner,Under Construction,Not Approved,2,BHK,855.0662676000001,Not Ready,Resale,"Vani Vilas Mohalla,Mysore",12.30306,76.64333,40.0
6257,Dealer,Completed,Not Approved,2,BHK,1177.971925,Ready,Resale,"Taleigao,Goa",15.467771,73.826033,120.0
6258,Owner,Completed,Not Approved,2,BHK,850.1259446,Ready,Resale,"Kharar,Chandigarh",30.74,76.65,13.5
6259,Dealer,Completed,Not Approved,2,BHK,875.0290901000001,Ready,Resale,"Pimple Saudagar,Pune",18.5956,73.7981,75.2
6260,Owner,Completed,Not Approved,2,BHK,1050.080775,Ready,Resale,"Wakad,Pune",18.5993,73.7625,65.0
6261,Dealer,Under Construction,Approved,3,BHK,831.8708319,Not Ready,Resale,"Sector-37 Bahadurgarh,Bahadurgarh",30.739007,76.74839300000001,23.7
6262,Dealer,Completed,Not Approved,2,BHK,1173.295788,Ready,Resale,"Calangute,Goa",15.545,73.76306,100.0
6263,Owner,Completed,Not Approved,1,BHK,900.090009,Ready,Resale,"P.o rajawala Raja road,Dehradun",30.390395,77.894637,30.0
6264,Owner,Under Construction,Not Approved,3,BHK,909.0909091,Not Ready,Resale,"Kundrathur,Chennai",12.9974,80.0966,45.0
6265,Dealer,Completed,Not Approved,2,BHK,1170.062538,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,58.0
6266,Dealer,Completed,Approved,2,BHK,1164.483261,Ready,Resale,"Balkum,Maharashtra",19.222101,72.988231,120.0
6267,Owner,Completed,Not Approved,2,BHK,990.0990099,Ready,Resale,"Keshavpuram,Kanpur",26.4725,80.33111,43.0
6268,Owner,Completed,Not Approved,3,BHK,1764.137264,Ready,Resale,"Mango,Jamshedpur",22.835481,86.221099,36.5
6269,Dealer,Completed,Not Approved,2,BHK,1150.003594,Ready,Resale,"Hiranandani Gardens - Powai,Lalitpur",19.124896,72.89350300000001,320.0
6270,Dealer,Completed,Not Approved,1,BHK,640.0,Ready,Resale,"Sector 20 Kharghar,Lalitpur",19.049214000000003,73.072916,56.0
6271,Owner,Under Construction,Not Approved,4,BHK,1295.143213,Not Ready,Resale,"Rajpur,Kolkata",22.101107,88.374433,52.0
6272,Owner,Completed,Not Approved,3,BHK,1254.275941,Ready,Resale,"Dayal Bagh,Agra",27.231058,78.005424,33.0
6273,Owner,Completed,Approved,3,BHK,1390.268123,Ready,Resale,"Sector-78 Noida,Noida",28.560719,77.386208,70.0
6274,Dealer,Completed,Not Approved,2,BHK,1155.115512,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,28.0
6275,Owner,Completed,Not Approved,1,BHK,505.0505051,Ready,Resale,"Hanuman Nagar,Palghar",18.5211,73.8403,33.0
6276,Dealer,Completed,Not Approved,2,BHK,867.2676407,Ready,Resale,"Chaupatiyan,Lucknow",26.86056,80.91583,27.9
6277,Dealer,Under Construction,Not Approved,3,BHK,1424.444444,Not Ready,Resale,"Nagarbhavi,Bangalore",12.957468,77.516563,64.1
6278,Dealer,Completed,Not Approved,2,BHK,1055.081458,Ready,Resale,"Dodda Nekkundi Extension,Bangalore",12.96991,77.59796,68.0
6279,Dealer,Under Construction,Approved,1,BHK,450.0121625,Not Ready,Resale,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,74.0
6280,Owner,Completed,Not Approved,3,BHK,1244.002133,Ready,Resale,"Yelachenahalli,Bangalore",12.96991,77.59796,70.0
6281,Dealer,Under Construction,Not Approved,2,BHK,902.0501139,Not Ready,Resale,"Madhyamgram,Kolkata",22.7,88.45,19.8
6282,Dealer,Completed,Not Approved,2,BHK,1071.811361,Ready,Resale,"Swastik Park,Mumbai",19.056875,72.88844399999999,190.0
6283,Owner,Completed,Not Approved,2,BHK,999.3943065,Ready,Resale,"Himatnagar,Sabarkantha",23.6,72.95,16.5
6284,Builder,Completed,Not Approved,2,BHK,1044.932079,Ready,New,,9.952439,76.36329649999999,50.0
6285,Builder,Completed,Not Approved,2,BHK,686.1198737999999,Ready,New,"Telco Colony,Jamshedpur",22.775,86.2528,17.4
6286,Owner,Completed,Not Approved,3,BHK,1300.0,Ready,Resale,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,65.0
6287,Dealer,Completed,Not Approved,3,BHK,1525.124418,Ready,Resale,"Marathahalli,Bangalore",12.95619,77.70194000000001,95.0
6288,Owner,Completed,Not Approved,3,BHK,1800.180018,Ready,Resale,"Munireddy Layout,Bangalore",12.96991,77.59796,80.0
6289,Dealer,Completed,Not Approved,4,BHK,3472.222222,Ready,Resale,"E M Bypass,Kolkata",22.54111,88.33778000000001,310.0
6290,Dealer,Under Construction,Not Approved,4,BHK,5200.126064,Not Ready,Resale,"Rest House Road,Bangalore",12.972693,77.605104,1650.0
6291,Dealer,Under Construction,Not Approved,2,BHK,1009.625093,Not Ready,Resale,"Hiranandani Estate,Maharashtra",19.255098,72.9815265,150.0
6292,Owner,Completed,Not Approved,3,BHK,1149.954002,Ready,Resale,"Ashok Nagar,Mangalore",12.896622,74.826107,50.0
6293,Dealer,Completed,Not Approved,1,BHK,687.0340593,Ready,Resale,"Karanjade,Mumbai",18.975268,73.109062,47.0
6294,,Completed,Not Approved,2,BHK,918.5803758,Ready,Resale,"Chhatral,Gandhinagar",23.274481,72.442829,13.2
6295,Dealer,Under Construction,Approved,4,BHK,2277.212692,Not Ready,Resale,"Ambalipura,Bangalore",12.915026,77.668562,150.0
6296,Dealer,Completed,Not Approved,2,BHK,1120.833333,Ready,Resale,"Mominpore,Kolkata",22.54111,88.33778000000001,80.7
6297,Dealer,Completed,Not Approved,4,BHK,4300.150505,Ready,Resale,"Elgin,Kolkata",22.543406,88.35679,800.0
6298,Owner,Completed,Not Approved,3,BHK,1600.0,Ready,Resale,"Chandrasekharpur,Bhubaneswar",20.32042,85.823918,90.0
6299,Dealer,Completed,Not Approved,3,BHK,1159.840522,Ready,Resale,"Malad (West),Maharashtra",19.1849,72.8347,160.0
6300,Dealer,Completed,Not Approved,3,BHK,1387.015989,Ready,Resale,"Siddartha Nagar,Pune",18.598477,73.903287,72.0
6301,,Completed,Not Approved,2,BHK,1165.00092,Ready,Resale,"Malad (East),Mumbai",19.1758,72.8643,190.0
6302,Dealer,Under Construction,Approved,2,BHK,510.0071677,Not Ready,Resale,"Bhandup (West),Lalitpur",19.147866,72.932609,92.5
6303,Dealer,Completed,Approved,3,BHK,1350.16835,Ready,Resale,"Dera Bassi,Chandigarh",30.594843,76.84983000000001,40.1
6304,Dealer,Completed,Not Approved,3,BHK,1715.9629710000002,Ready,Resale,"Anand Vihar,Ghaziabad",28.825417,77.563644,76.0
6305,Owner,Completed,Not Approved,1,BHK,650.0847937000001,Ready,Resale,"Panathur,Bangalore",12.9381,77.7042,46.0
6306,Dealer,Under Construction,Approved,3,BHK,1621.008267,Not Ready,Resale,"Electronic City,Bangalore",12.8458,77.6727,100.0
6307,Owner,Completed,Not Approved,1,,375.0375038,Ready,Resale,"Padappai,Chennai",12.8854,80.02199999999999,12.5
6308,Owner,Completed,Not Approved,1,BHK,574.9191519999999,Ready,Resale,"rameshwar colony,Jalgaon",21.023381,75.147351,16.0
6309,Owner,Completed,Not Approved,2,BHK,974.025974,Ready,Resale,"Uttara,Bhubaneswar",20.26444,85.82806,27.0
6310,Owner,Completed,Not Approved,1,BHK,528.0103026,Ready,Resale,"Dewas Naka(Panchvati),Indore",22.782781,75.899435,8.2
6311,Dealer,Completed,Not Approved,3,BHK,1267.496969,Ready,Resale,"Manpada,Mumbai",19.239813,72.962722,230.0
6312,Owner,Completed,Not Approved,2,,1145.0,Ready,Resale,"Varthur,Bangalore",12.9407,77.7466,45.8
6313,Dealer,Completed,Not Approved,3,BHK,1247.030879,Ready,Resale,"Narendrapur,Kolkata",22.43917,88.39583,52.5
