Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,3,1,Sales Representative,,Divorced,16346.0,0,Y,No,11,3,2.0,80,1,5,3.0,4,0
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,3,1,Sales Representative,3.0,Single,24444.0,1,Y,No,11,3,3.0,80,0,3,3.0,3,1
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,3,5,Manager,4.0,Married,9358.0,4,Y,Yes,12,3,1.0,80,1,26,,2,0
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,3,1,Research Scientist,3.0,Married,12145.0,0,Y,No,20,4,4.0,80,0,3,3.0,2,2
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,3,2,Sales Executive,3.0,Divorced,20431.0,0,Y,No,12,3,4.0,80,0,6,3.0,5,1
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,3,2,Research Scientist,4.0,Married,18089.0,1,Y,Yes,12,3,4.0,80,1,6,,6,0
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,3,1,Research Scientist,,Divorced,22653.0,1,Y,No,20,4,3.0,80,1,1,3.0,1,0
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,3,2,Sales Executive,,Single,7507.0,7,Y,No,20,4,4.0,80,0,18,4.0,14,8
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,3,1,Research Scientist,4.0,Married,7660.0,1,Y,No,12,3,4.0,80,1,10,2.0,10,8
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,3,2,Sales Executive,1.0,Married,5630.0,2,Y,No,14,3,4.0,80,2,5,3.0,1,0
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,3,1,Laboratory Technician,,Married,17759.0,1,Y,Yes,13,3,,80,1,3,3.0,3,0
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,3,3,Manufacturing Director,,Married,9606.0,1,Y,No,15,3,3.0,80,1,10,3.0,10,7
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,3,2,Sales Executive,,Married,3487.0,1,Y,No,14,3,1.0,80,1,6,2.0,6,1
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,1,2,Research Scientist,4.0,Single,19368.0,1,Y,No,13,3,2.0,80,0,17,3.0,17,11
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,3,2,Healthcare Representative,4.0,Divorced,5335.0,3,Y,No,23,4,3.0,80,1,15,1.0,13,4
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,3,3,Human Resources,2.0,Married,6729.0,2,Y,No,15,3,3.0,80,1,16,4.0,9,7
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,2,2,Manufacturing Director,2.0,Divorced,13934.0,2,Y,Yes,11,3,3.0,80,1,13,3.0,3,0
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,2,1,Research Scientist,4.0,Single,15174.0,0,Y,No,13,3,4.0,80,0,5,3.0,4,1
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,3,1,Research Scientist,3.0,Single,26999.0,1,Y,Yes,11,3,4.0,80,0,1,3.0,1,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,3,1,Research Scientist,1.0,Single,3164.0,1,Y,Yes,11,3,1.0,80,0,10,,10,9
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,2,1,Laboratory Technician,3.0,Married,16900.0,1,Y,No,18,3,3.0,80,2,1,3.0,1,0
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,4,1,Research Scientist,1.0,Married,8544.0,2,Y,No,16,3,1.0,80,1,5,4.0,3,0
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,4,2,Sales Executive,,Married,15678.0,0,Y,No,22,4,3.0,80,1,4,3.0,3,1
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,2,2,Sales Executive,4.0,Single,7791.0,0,Y,No,20,4,1.0,80,0,8,3.0,7,0
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,1,1,Research Scientist,4.0,Divorced,18959.0,1,Y,No,18,3,4.0,80,1,10,3.0,10,2
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,4,2,Sales Executive,2.0,Married,,3,Y,No,12,3,4.0,80,0,12,3.0,2,2
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,4,2,Sales Executive,,Divorced,,1,Y,Yes,20,4,2.0,80,2,6,3.0,6,0
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,4,1,Research Scientist,4.0,Single,15232.0,3,Y,No,17,3,1.0,80,0,4,3.0,1,0
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,4,1,Laboratory Technician,3.0,Married,3297.0,1,Y,Yes,11,3,3.0,80,3,20,3.0,20,3
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,2,3,Healthcare Representative,,Single,17654.0,1,Y,No,14,3,2.0,80,0,9,4.0,8,7
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,3,2,Sales Executive,3.0,Single,24785.0,9,Y,No,14,3,1.0,80,0,4,3.0,2,2
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,2,2,Healthcare Representative,3.0,Single,20978.0,1,Y,No,11,3,1.0,80,0,20,,20,11
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,3,2,Sales Executive,,Single,21703.0,1,Y,No,12,3,4.0,80,0,10,2.0,10,0
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,3,2,Sales Executive,,Married,23452.0,3,Y,Yes,14,3,1.0,80,1,18,3.0,4,1
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,4,2,Healthcare Representative,4.0,Single,19383.0,0,Y,No,13,3,3.0,80,0,10,2.0,9,1
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,3,3,Manufacturing Director,1.0,Married,6009.0,1,Y,No,11,3,4.0,80,0,9,3.0,9,0
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,3,3,Research Director,4.0,Single,19373.0,3,Y,No,15,3,4.0,80,0,10,3.0,7,7
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,3,2,Sales Executive,,Single,,2,Y,No,12,3,4.0,80,0,20,3.0,7,1
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,2,3,Sales Executive,,Married,23772.0,5,Y,Yes,21,4,,80,1,20,3.0,18,1
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,4,4,Research Director,3.0,Married,13514.0,3,Y,No,19,3,3.0,80,0,32,3.0,5,1
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,2,5,Manager,,Divorced,8861.0,3,Y,No,15,3,2.0,80,3,23,2.0,21,12
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,3,2,Sales Executive,1.0,Single,11924.0,8,Y,No,14,3,4.0,80,0,10,3.0,2,2
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,3,3,Manufacturing Director,,Divorced,4809.0,1,Y,No,21,4,3.0,80,2,9,2.0,9,1
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,2,5,Manager,3.0,Married,19562.0,1,Y,No,12,3,2.0,80,1,22,3.0,22,2
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,3,1,Sales Representative,,Married,9983.0,7,Y,No,15,3,4.0,80,1,4,3.0,2,2
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,1,1,Research Scientist,2.0,Single,3872.0,7,Y,Yes,13,3,4.0,80,0,10,3.0,7,3
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,4,3,Research Director,1.0,Married,20335.0,9,Y,No,14,3,1.0,80,1,10,3.0,8,0
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,3,3,Manufacturing Director,3.0,Single,15397.0,4,Y,Yes,14,3,4.0,80,0,10,4.0,1,0
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,1,1,Laboratory Technician,,Single,,2,Y,No,14,3,3.0,80,0,9,3.0,5,1
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,3,4,Sales Executive,,Divorced,10225.0,9,Y,Yes,12,3,4.0,80,2,28,2.0,22,11
30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,3,2,Sales Executive,4.0,Divorced,25275.0,7,Y,No,23,4,4.0,80,1,10,2.0,8,7
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,3,1,Sales Representative,,Single,2755.0,1,Y,No,11,3,3.0,80,0,1,3.0,1,0
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,4,1,Research Scientist,3.0,Divorced,,6,Y,Yes,12,3,4.0,80,0,7,3.0,2,2
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,2,2,Sales Executive,4.0,Married,23683.0,3,Y,No,18,3,3.0,80,1,7,3.0,2,2
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,3,2,Healthcare Representative,3.0,Single,7360.0,3,Y,No,11,3,4.0,80,0,10,3.0,5,4
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,3,1,Laboratory Technician,,Married,,1,Y,No,14,3,4.0,80,1,5,4.0,4,0
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,4,2,Human Resources,2.0,Married,18767.0,9,Y,No,15,3,3.0,80,1,12,1.0,8,3
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,Male,3,4,Healthcare Representative,4.0,Married,20420.0,7,Y,No,11,3,3.0,80,0,30,2.0,10,1
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,2,1,Research Scientist,4.0,Single,22929.0,0,Y,Yes,20,4,,80,0,5,2.0,4,2
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,2,2,Healthcare Representative,,Single,23398.0,8,Y,No,19,3,1.0,80,0,9,1.0,7,0
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,3,1,Sales Representative,,Divorced,17967.0,1,Y,No,14,3,4.0,80,2,2,3.0,2,2
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,3,2,Laboratory Technician,4.0,Single,10919.0,2,Y,No,17,3,4.0,80,0,19,3.0,2,2
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,3,2,Healthcare Representative,1.0,Divorced,4761.0,2,Y,No,11,3,1.0,80,1,16,4.0,1,0
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,3,2,Laboratory Technician,4.0,Married,21146.0,1,Y,No,15,3,4.0,80,2,10,3.0,10,4
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,3,1,Research Scientist,3.0,Married,20471.0,6,Y,Yes,13,3,2.0,80,1,6,1.0,1,0
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,3,2,Manufacturing Director,1.0,Divorced,4187.0,3,Y,No,14,3,3.0,80,1,7,3.0,0,0
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,2,4,Manager,1.0,Married,10084.0,1,Y,No,11,3,1.0,80,0,34,4.0,34,1
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,3,1,Research Scientist,,Single,5207.0,1,Y,Yes,13,3,3.0,80,0,10,2.0,10,7
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,3,2,Sales Executive,4.0,Single,22807.0,1,Y,No,23,4,2.0,80,0,6,2.0,6,1
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,1,2,Sales Representative,,Single,12388.0,0,Y,No,13,3,1.0,80,0,9,3.0,8,3
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,4,1,Research Scientist,3.0,Single,19630.0,1,Y,No,18,3,4.0,80,0,2,3.0,2,0
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,4,2,Sales Executive,,Single,10339.0,4,Y,Yes,12,3,4.0,80,0,8,3.0,5,1
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,3,2,Sales Executive,4.0,Single,18686.0,1,Y,No,22,4,3.0,80,0,6,3.0,6,1
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,3,5,Manager,,Married,21199.0,5,Y,Yes,13,3,4.0,80,1,24,3.0,5,1
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,2,3,Sales Executive,1.0,Single,14229.0,1,Y,No,15,3,2.0,80,0,10,3.0,10,0
52,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,Male,3,1,Research Scientist,4.0,Married,26589.0,0,Y,No,18,3,1.0,80,1,5,,4,1
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,1,1,Laboratory Technician,4.0,Divorced,5288.0,3,Y,No,14,3,,80,1,5,3.0,2,2
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,3,2,Healthcare Representative,,Married,25549.0,4,Y,No,12,3,1.0,80,1,11,2.0,8,1
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,2,2,Sales Executive,1.0,Single,3064.0,6,Y,No,17,3,3.0,80,0,6,2.0,4,1
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,4,1,Research Scientist,4.0,Single,13551.0,2,Y,No,16,3,3.0,80,0,10,3.0,4,1
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,3,2,Manufacturing Director,1.0,Divorced,22670.0,9,Y,Yes,11,3,2.0,80,2,9,3.0,5,1
27,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,3,2,Sales Executive,4.0,Married,24008.0,0,Y,No,19,3,2.0,80,1,5,,4,1
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,3,1,Research Scientist,1.0,Divorced,19905.0,0,Y,Yes,13,3,2.0,80,2,6,2.0,5,4
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,4,2,Manufacturing Director,,Single,26085.0,6,Y,Yes,12,3,4.0,80,0,17,,15,4
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,2,1,Research Scientist,1.0,Single,7530.0,1,Y,No,11,3,3.0,80,0,6,3.0,6,1
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,3,1,Sales Representative,4.0,Married,20317.0,1,Y,No,16,3,2.0,80,1,3,2.0,3,0
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,1,1,Laboratory Technician,,Married,24375.0,3,Y,No,21,4,3.0,80,2,7,3.0,2,0
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,4,2,Healthcare Representative,2.0,Married,9931.0,1,Y,No,24,4,4.0,80,1,8,3.0,8,3
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,3,2,Sales Executive,1.0,Married,13305.0,5,Y,No,17,3,2.0,80,1,6,,3,1
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,2,Male,3,5,Manager,4.0,Divorced,16225.0,1,Y,No,13,3,2.0,80,1,24,2.0,24,14
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,3,Male,4,1,Laboratory Technician,1.0,Married,3445.0,1,Y,Yes,21,4,3.0,80,2,1,3.0,0,0
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,2,1,Laboratory Technician,2.0,Divorced,,1,Y,No,11,3,3.0,80,3,1,3.0,1,0
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,3,2,Laboratory Technician,3.0,Married,21821.0,8,Y,No,20,4,2.0,80,1,9,3.0,5,1
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,3,4,Research Director,3.0,Married,,5,Y,No,16,3,4.0,80,0,30,3.0,4,0
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,2,1,Laboratory Technician,1.0,Married,6689.0,1,Y,Yes,11,3,4.0,80,1,1,3.0,1,0
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,3,3,Research Director,3.0,Married,25995.0,0,Y,No,11,3,4.0,80,0,14,4.0,13,3
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,3,2,Sales Executive,1.0,Single,26507.0,5,Y,No,15,3,3.0,80,0,6,3.0,3,0
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,3,4,Manager,4.0,Married,12982.0,1,Y,Yes,11,3,3.0,80,1,26,2.0,26,3
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,3,2,Manufacturing Director,2.0,Married,23361.0,0,Y,No,15,3,1.0,80,1,10,3.0,9,0
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,4,1,Research Scientist,,Married,23779.0,1,Y,No,24,4,3.0,80,1,10,3.0,10,0
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,4,Male,3,5,Research Director,2.0,Single,25761.0,7,Y,Yes,12,3,4.0,80,0,40,3.0,31,13
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,4,1,Research Scientist,3.0,Single,13301.0,3,Y,No,13,3,3.0,80,0,7,3.0,2,2
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,2,2,Manufacturing Director,4.0,Married,4051.0,9,Y,Yes,13,3,4.0,80,1,8,,4,0
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,3,1,Research Scientist,,Single,16374.0,6,Y,No,17,3,4.0,80,0,5,2.0,2,2
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,3,1,Human Resources,2.0,Married,25527.0,4,Y,No,13,3,2.0,80,1,8,3.0,5,0
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,2,2,Manufacturing Director,3.0,Married,19124.0,1,Y,No,12,3,3.0,80,1,14,3.0,14,6
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,2,2,Laboratory Technician,,Single,11983.0,6,Y,No,14,3,4.0,80,0,10,3.0,1,0
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,2,2,Manufacturing Director,,Single,20234.0,5,Y,Yes,24,4,2.0,80,0,12,2.0,0,0
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,2,1,Research Scientist,,Single,,1,Y,No,14,3,4.0,80,0,1,3.0,1,0
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,3,2,Manufacturing Director,2.0,Married,11806.0,1,Y,No,13,3,4.0,80,1,10,2.0,9,7
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,2,2,Healthcare Representative,,Divorced,4284.0,2,Y,No,15,3,3.0,80,1,13,,4,1
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,2,1,Research Scientist,4.0,Single,8306.0,1,Y,No,16,3,3.0,80,0,6,3.0,5,1
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,3,3,Sales Executive,4.0,Married,5860.0,1,Y,No,18,3,1.0,80,2,9,4.0,9,7
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,3,2,Sales Executive,4.0,Single,21519.0,4,Y,No,16,3,3.0,80,0,12,2.0,9,7
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,Male,3,4,Research Director,,Married,5200.0,6,Y,No,24,4,3.0,80,1,22,3.0,4,1
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,2,3,Research Director,4.0,Divorced,8842.0,1,Y,Yes,16,3,2.0,80,1,9,3.0,9,0
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,3,3,Manufacturing Director,3.0,Single,18869.0,3,Y,No,21,4,2.0,80,0,17,4.0,8,1
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,3,2,Sales Executive,2.0,Married,3698.0,1,Y,Yes,20,4,1.0,80,0,8,3.0,8,7
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,3,1,Human Resources,4.0,Married,2243.0,0,Y,No,19,3,3.0,80,1,4,1.0,3,0
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,2,1,Research Scientist,3.0,Married,20898.0,1,Y,Yes,14,3,,80,1,8,3.0,8,1
27,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,4,Male,3,1,Research Scientist,,Married,16571.0,1,Y,No,11,3,3.0,80,3,0,,0,0
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,1,Female,3,4,Manager,,Married,5594.0,2,Y,No,14,3,3.0,80,1,29,2.0,20,4
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,3,2,Healthcare Representative,2.0,Single,5197.0,9,Y,No,12,3,4.0,80,0,10,2.0,5,2
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,4,1,Research Scientist,1.0,Single,21632.0,7,Y,No,13,3,3.0,80,0,6,2.0,4,0
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,Male,4,2,Sales Executive,1.0,Divorced,21816.0,1,Y,No,22,4,1.0,80,1,9,3.0,9,0
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,2,1,Research Scientist,1.0,Single,17852.0,1,Y,No,11,3,4.0,80,0,6,2.0,6,1
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,3,2,Sales Executive,4.0,Married,2823.0,1,Y,Yes,14,3,4.0,80,1,18,,18,4
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,3,2,Sales Executive,,Divorced,9250.0,2,Y,No,11,3,3.0,80,1,8,2.0,5,0
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,2,1,Research Scientist,4.0,Divorced,2373.0,9,Y,No,12,3,2.0,80,1,10,2.0,5,0
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,2,3,Sales Executive,4.0,Married,20715.0,7,Y,Yes,18,3,,80,1,35,3.0,5,0
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,3,3,Sales Executive,,Divorced,19239.0,4,Y,Yes,12,3,3.0,80,1,18,3.0,5,0
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,3,Female,4,2,Research Scientist,3.0,Married,22162.0,5,Y,No,12,3,3.0,80,1,9,2.0,5,1
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,3,Female,2,4,Manufacturing Director,4.0,Married,19028.0,3,Y,No,22,4,3.0,80,0,31,3.0,9,0
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,2,2,Sales Executive,3.0,Divorced,24558.0,4,Y,No,19,3,4.0,80,2,9,3.0,1,0
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,2,1,Human Resources,4.0,Divorced,23965.0,1,Y,No,13,3,,80,1,6,3.0,5,0
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,4,Male,2,2,Manufacturing Director,4.0,Married,19146.0,6,Y,No,22,4,1.0,80,2,4,1.0,2,2
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,4,1,Laboratory Technician,,Married,5044.0,2,Y,Yes,24,4,3.0,80,1,10,2.0,3,0
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875,2,Male,3,1,Research Scientist,4.0,Single,9068.0,5,Y,Yes,14,3,4.0,80,0,8,3.0,2,2
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,2,1,Human Resources,,Married,8635.0,0,Y,No,21,4,3.0,80,0,6,3.0,5,0
25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,3,2,Sales Executive,1.0,Married,14363.0,1,Y,Yes,18,3,4.0,80,0,5,3.0,5,0
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,4,Female,2,3,Manufacturing Director,,Married,23457.0,1,Y,Yes,20,4,2.0,80,1,17,3.0,17,5
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,3,1,Research Scientist,2.0,Divorced,16612.0,1,Y,Yes,19,3,1.0,80,1,10,2.0,10,7
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,3,1,Laboratory Technician,,Divorced,,0,Y,No,12,3,2.0,80,1,4,3.0,3,0
25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885,3,Male,2,2,Sales Executive,1.0,Married,18154.0,1,Y,No,12,3,1.0,80,0,5,4.0,5,0
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,3,1,Research Scientist,,Married,10554.0,2,Y,No,16,3,2.0,80,1,7,3.0,4,0
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,2,1,Laboratory Technician,4.0,Married,,0,Y,No,17,3,4.0,80,0,6,2.0,5,3
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,2,Male,3,2,Sales Executive,2.0,Married,8891.0,1,Y,No,14,3,,80,1,10,3.0,10,5
38,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,2,Male,2,1,Sales Representative,,Married,12102.0,0,Y,No,19,3,4.0,80,1,3,3.0,2,1
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,3,Female,4,2,Laboratory Technician,4.0,Married,23726.0,2,Y,Yes,13,3,2.0,80,1,17,2.0,5,1
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,4,Male,3,1,Research Scientist,4.0,Married,14871.0,3,Y,Yes,19,3,2.0,80,1,8,3.0,6,0
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,2,1,Sales Representative,3.0,Divorced,23522.0,6,Y,Yes,19,3,3.0,80,3,5,3.0,3,0
